日期,单品编码,单品名称,分类名称,销量(千克),销售单价(元/千克),销售类型,是否打折销售,批发价格(元/千克),损耗率_品类
2020-07-01,102900005116257,紫茄子(2),茄类,0.585,6.0,销售,否,6.56,6.68
2020-07-01,102900005116257,紫茄子(2),茄类,0.452,6.0,销售,否,6.56,6.68
2020-07-01,102900005116509,青茄子(1),茄类,0.603,4.0,销售,否,1.63,6.68
2020-07-01,102900005116509,青茄子(1),茄类,0.905,4.0,销售,否,1.63,6.68
2020-07-01,102900005116509,青茄子(1),茄类,1.432,4.0,销售,否,1.63,6.68
2020-07-01,102900005116509,青茄子(1),茄类,0.98,4.0,销售,否,1.63,6.68
2020-07-01,102900005116509,青茄子(1),茄类,0.704,4.0,销售,否,1.63,6.68
2020-07-01,102900005116257,紫茄子(2),茄类,0.301,6.0,销售,否,6.56,6.68
2020-07-01,102900005116257,紫茄子(2),茄类,0.736,6.0,销售,否,6.56,6.68
2020-07-01,102900005116257,紫茄子(2),茄类,0.636,6.0,销售,否,6.56,6.68
2020-07-01,102900005116509,青茄子(1),茄类,0.804,4.0,销售,否,1.63,6.68
2020-07-01,102900005116257,紫茄子(2),茄类,0.502,6.0,销售,否,6.56,6.68
2020-07-01,102900005116509,青茄子(1),茄类,0.829,4.0,销售,否,1.63,6.68
2020-07-01,102900005116509,青茄子(1),茄类,0.427,4.0,销售,否,1.63,6.68
2020-07-01,102900005116257,紫茄子(2),茄类,0.736,6.0,销售,否,6.56,6.68
2020-07-01,102900005116257,紫茄子(2),茄类,0.301,6.0,销售,否,6.56,6.68
2020-07-01,102900005116257,紫茄子(2),茄类,0.318,6.0,销售,否,6.56,6.68
2020-07-01,102900005116257,紫茄子(2),茄类,0.602,6.0,销售,否,6.56,6.68
2020-07-01,102900005116509,青茄子(1),茄类,0.477,4.0,销售,否,1.63,6.68
2020-07-01,102900005116257,紫茄子(2),茄类,0.886,6.0,销售,否,6.56,6.68
2020-07-01,102900005116509,青茄子(1),茄类,0.678,4.0,销售,否,1.63,6.68
2020-07-01,102900005116509,青茄子(1),茄类,0.402,4.0,销售,否,1.63,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.276,4.0,销售,否,1.46,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.377,4.0,销售,否,1.46,6.68
2020-07-02,102900005116509,青茄子(1),茄类,1.382,4.0,销售,否,1.46,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.501,7.0,销售,否,3.72,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.729,4.0,销售,否,1.46,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.459,7.0,销售,否,3.72,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.729,4.0,销售,否,1.46,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.98,4.0,销售,否,1.46,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.201,7.0,销售,否,3.72,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.477,4.0,销售,否,1.46,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.559,7.0,销售,否,3.72,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.287,7.0,销售,否,3.72,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.553,4.0,销售,否,1.46,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.452,4.0,销售,否,1.46,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.817,7.0,销售,否,3.72,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,1.218,7.0,销售,否,3.72,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.352,4.0,销售,否,1.46,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.528,4.0,销售,否,1.46,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.327,4.0,销售,否,1.46,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.302,4.0,销售,否,1.46,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.327,4.0,销售,否,1.46,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.377,4.0,销售,否,1.46,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.344,7.0,销售,否,3.72,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.628,4.0,销售,否,1.46,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.477,4.0,销售,否,1.46,6.68
2020-07-02,102900005116509,青茄子(1),茄类,1.106,4.0,销售,否,1.46,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.352,4.0,销售,否,1.46,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.673,7.0,销售,否,3.72,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.444,7.0,销售,否,3.72,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.745,7.0,销售,否,3.72,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.377,4.0,销售,否,1.46,6.68
2020-07-02,102900005116509,青茄子(1),茄类,1.03,4.0,销售,否,1.46,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.459,7.0,销售,否,3.72,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.377,4.0,销售,否,1.46,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.804,4.0,销售,否,1.46,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.804,4.0,销售,否,1.46,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.917,7.0,销售,否,3.72,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.673,7.0,销售,否,3.72,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.729,4.0,销售,否,1.46,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.244,7.0,销售,否,3.72,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.402,4.0,销售,否,1.46,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.459,7.0,销售,否,3.72,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.459,7.0,销售,否,3.72,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.387,7.0,销售,否,3.72,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.628,4.0,销售,否,1.46,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.688,7.0,销售,否,3.72,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.43,7.0,销售,否,3.72,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.327,4.0,销售,否,1.46,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.444,7.0,销售,否,3.72,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,1.218,7.0,销售,否,3.72,6.68
2020-07-02,102900005116509,青茄子(1),茄类,1.156,4.0,销售,否,1.46,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.487,7.0,销售,否,3.72,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.301,7.0,销售,否,3.72,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.287,7.0,销售,否,3.72,6.68
2020-07-02,102900005116257,紫茄子(2),茄类,0.731,7.0,销售,否,3.72,6.68
2020-07-02,102900005116509,青茄子(1),茄类,0.402,4.0,销售,否,1.46,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.373,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.215,7.0,销售,否,6.56,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.729,4.0,销售,否,1.48,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.602,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.688,7.0,销售,否,6.56,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.402,4.0,销售,否,1.48,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.587,7.0,销售,否,6.56,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.704,4.0,销售,否,1.48,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.917,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.315,7.0,销售,否,6.56,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.804,4.0,销售,否,1.48,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.754,4.0,销售,否,1.48,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.779,4.0,销售,否,1.48,6.68
2020-07-03,102900005116509,青茄子(1),茄类,1.005,4.0,销售,否,1.48,6.68
2020-07-03,102900005116509,青茄子(1),茄类,1.005,4.0,销售,否,1.48,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.559,7.0,销售,否,6.56,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.879,4.0,销售,否,1.48,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.287,7.0,销售,否,6.56,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.779,4.0,销售,否,1.48,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.516,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.287,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.287,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.573,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.544,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.416,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.373,7.0,销售,否,6.56,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.653,4.0,销售,否,1.48,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.829,4.0,销售,否,1.48,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.96,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.559,7.0,销售,否,6.56,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.879,4.0,销售,否,1.48,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.459,7.0,销售,否,6.56,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.98,4.0,销售,否,1.48,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.754,4.0,销售,否,1.48,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.716,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.401,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.544,7.0,销售,否,6.56,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.879,4.0,销售,否,1.48,6.68
2020-07-03,102900005116509,青茄子(1),茄类,1.106,4.0,销售,否,1.48,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.258,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.373,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.845,7.0,销售,否,6.56,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.402,4.0,销售,否,1.48,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.573,7.0,销售,否,6.56,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.754,4.0,销售,否,1.48,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.401,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,1.146,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.774,7.0,销售,否,6.56,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.327,4.0,销售,否,1.48,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.587,7.0,销售,否,6.56,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.327,4.0,销售,否,1.48,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.829,4.0,销售,否,1.48,6.68
2020-07-03,102900005116509,青茄子(1),茄类,0.779,4.0,销售,否,1.48,6.68
2020-07-03,102900005116509,青茄子(1),茄类,1.005,4.0,销售,否,1.48,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.559,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.587,7.0,销售,否,6.56,6.68
2020-07-03,102900005116257,紫茄子(2),茄类,0.272,7.0,销售,否,6.56,6.68
2020-07-04,102900005116509,青茄子(1),茄类,1.08,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.315,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.553,4.0,销售,否,1.98,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.477,4.0,销售,否,1.98,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.427,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.946,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.516,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.874,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.401,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.477,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.473,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.416,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.258,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.444,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.854,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.501,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.377,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.559,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.688,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,1.382,4.0,销售,否,1.98,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.427,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.845,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.427,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.344,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.373,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.244,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.473,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.452,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.358,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.287,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.215,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.553,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.215,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.487,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.287,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.804,4.0,销售,否,1.98,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.829,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.272,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,1.181,4.0,销售,否,1.98,6.68
2020-07-04,102900005116509,青茄子(1),茄类,1.482,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.444,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.315,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.729,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.989,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,1.106,4.0,销售,否,1.98,6.68
2020-07-04,102900005116509,青茄子(1),茄类,1.457,4.0,销售,否,1.98,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.528,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.946,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.578,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,1.103,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.244,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.704,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.487,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.427,4.0,销售,否,1.98,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.578,4.0,销售,否,1.98,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.603,4.0,销售,否,1.98,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.402,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,1.576,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.416,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.287,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.516,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.503,4.0,销售,否,1.98,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.503,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.96,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.544,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.602,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.573,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.673,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.659,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.401,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.503,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.43,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.327,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.272,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.287,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.344,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.487,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.402,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.459,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.53,7.0,销售,否,3.94,6.68
2020-07-04,102900005116509,青茄子(1),茄类,0.327,4.0,销售,否,1.98,6.68
2020-07-04,102900005116509,青茄子(1),茄类,1.407,4.0,销售,否,1.98,6.68
2020-07-04,102900005116509,青茄子(1),茄类,1.156,4.0,销售,否,1.98,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.215,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.473,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.215,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.53,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.544,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.53,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.244,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.573,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,1.189,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.86,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.587,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.387,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.33,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.33,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.416,7.0,销售,否,3.94,6.68
2020-07-04,102900005116257,紫茄子(2),茄类,0.287,7.0,销售,否,3.94,6.68
2020-07-05,102900005116509,青茄子(1),茄类,0.704,4.0,销售,否,2.04,6.68
2020-07-05,102900005116509,青茄子(1),茄类,0.553,4.0,销售,否,2.04,6.68
2020-07-05,102900005116509,青茄子(1),茄类,2.161,4.0,销售,否,2.04,6.68
2020-07-05,102900011009444,大龙茄子,茄类,0.417,12.0,销售,否,8.1,6.68
2020-07-05,102900005116509,青茄子(1),茄类,0.678,4.0,销售,否,2.04,6.68
2020-07-05,102900005116257,紫茄子(2),茄类,0.559,7.0,销售,否,4.24,6.68
2020-07-05,102900005116509,青茄子(1),茄类,0.98,4.0,销售,否,2.04,6.68
2020-07-05,102900005116509,青茄子(1),茄类,0.879,4.0,销售,否,2.04,6.68
2020-07-05,102900005116509,青茄子(1),茄类,0.452,4.0,销售,否,2.04,6.68
2020-07-05,102900005116257,紫茄子(2),茄类,0.473,6.8,销售,是,4.24,6.68
2020-07-05,102900005116509,青茄子(1),茄类,0.528,4.0,销售,否,2.04,6.68
2020-07-05,102900005116509,青茄子(1),茄类,0.377,4.0,销售,否,2.04,6.68
2020-07-05,102900005116257,紫茄子(2),茄类,1.146,7.0,销售,否,4.24,6.68
2020-07-05,102900005116257,紫茄子(2),茄类,0.416,7.0,销售,否,4.24,6.68
2020-07-05,102900005116257,紫茄子(2),茄类,0.501,7.0,销售,否,4.24,6.68
2020-07-05,102900005116257,紫茄子(2),茄类,0.559,7.0,销售,否,4.24,6.68
2020-07-05,102900011009444,大龙茄子,茄类,0.509,12.0,销售,否,8.1,6.68
2020-07-05,102900005116257,紫茄子(2),茄类,0.315,7.0,销售,否,4.24,6.68
2020-07-05,102900005116257,紫茄子(2),茄类,0.53,7.0,销售,否,4.24,6.68
2020-07-05,102900005116509,青茄子(1),茄类,0.477,4.0,销售,否,2.04,6.68
2020-07-05,102900005116257,紫茄子(2),茄类,0.301,7.0,销售,否,4.24,6.68
2020-07-05,102900011009444,大龙茄子,茄类,0.276,12.0,销售,否,8.1,6.68
2020-07-05,102900005116509,青茄子(1),茄类,0.955,4.0,销售,否,2.04,6.68
2020-07-05,102900005116509,青茄子(1),茄类,1.558,4.0,销售,否,2.04,6.68
2020-07-05,102900011009444,大龙茄子,茄类,0.509,12.0,销售,否,8.1,6.68
2020-07-05,102900011009444,大龙茄子,茄类,0.417,12.0,销售,否,8.1,6.68
2020-07-05,102900005116509,青茄子(1),茄类,0.452,4.0,销售,否,2.04,6.68
2020-07-05,102900011009444,大龙茄子,茄类,0.259,12.0,销售,否,8.1,6.68
2020-07-05,102900011009444,大龙茄子,茄类,0.209,12.0,销售,否,8.1,6.68
2020-07-05,102900005116509,青茄子(1),茄类,0.603,4.0,销售,否,2.04,6.68
2020-07-05,102900005116509,青茄子(1),茄类,0.603,4.0,销售,否,2.04,6.68
2020-07-05,102900005116257,紫茄子(2),茄类,0.244,7.0,销售,否,4.24,6.68
