日期,单品编码,单品名称,分类名称,销量(千克),销售单价(元/千克),销售类型,是否打折销售,批发价格(元/千克),损耗率_单品
2021-04-06,102900051009220,油菜苔,花叶类,0.417,6.0,销售,否,7.33,10.94
2021-04-06,102900051009220,油菜苔,花叶类,0.417,6.0,销售,否,7.33,10.94
2021-04-06,102900051009220,油菜苔,花叶类,0.4,6.0,销售,否,7.33,10.94
2021-04-07,102900051009220,油菜苔,花叶类,0.426,12.0,销售,否,7.31,10.94
2021-04-07,102900051009220,油菜苔,花叶类,0.451,12.0,销售,否,7.31,10.94
2021-04-07,102900051009220,油菜苔,花叶类,0.384,12.0,销售,否,7.31,10.94
2021-04-07,102900051009220,油菜苔,花叶类,0.292,12.0,销售,否,7.31,10.94
2021-04-07,102900051009220,油菜苔,花叶类,0.568,12.0,销售,否,7.31,10.94
2021-04-07,102900051009220,油菜苔,花叶类,0.242,12.0,销售,否,7.31,10.94
2021-04-07,102900051009220,油菜苔,花叶类,0.55,2.0,销售,否,7.31,10.94
2021-04-07,102900051009220,油菜苔,花叶类,0.55,2.0,销售,否,7.31,10.94
2021-04-07,102900051009220,油菜苔,花叶类,0.95,2.0,销售,否,7.31,10.94
2021-04-08,102900051009220,油菜苔,花叶类,0.867,3.0,销售,否,7.28,10.94
2021-04-08,102900051009220,油菜苔,花叶类,0.433,3.0,销售,否,7.28,10.94
2021-04-09,102900051009220,油菜苔,花叶类,0.776,12.0,销售,否,7.28,10.94
2021-04-09,102900051009220,油菜苔,花叶类,0.551,12.0,销售,否,7.28,10.94
2021-04-09,102900051009220,油菜苔,花叶类,0.367,3.0,销售,否,7.28,10.94
