日期,单品编码,单品名称,分类名称,销量(千克),销售单价(元/千克),销售类型,是否打折销售,批发价格(元/千克),损耗率_单品
2022-05-12,102900011016909,花茄子,茄类,0.376,12.0,销售,否,7.04,6.98
2022-05-12,102900011016909,花茄子,茄类,0.351,12.0,销售,否,7.04,6.98
2022-05-13,102900011016909,花茄子,茄类,0.452,12.0,销售,否,6.86,6.98
2022-05-14,102900011016909,花茄子,茄类,0.502,12.0,销售,否,6.86,6.98
2022-05-14,102900011016909,花茄子,茄类,0.326,12.0,销售,否,6.86,6.98
2022-05-14,102900011016909,花茄子,茄类,0.217,12.0,销售,否,6.86,6.98
2022-05-15,102900011016909,花茄子,茄类,0.418,12.0,销售,否,7.39,6.98
2022-05-15,102900011016909,花茄子,茄类,0.426,12.0,销售,否,7.39,6.98
2022-05-15,102900011016909,花茄子,茄类,0.46,12.0,销售,否,7.39,6.98
2022-05-15,102900011016909,花茄子,茄类,0.376,12.0,销售,否,7.39,6.98
2022-05-16,102900011016909,花茄子,茄类,0.376,12.0,销售,否,7.95,6.98
2022-05-17,102900011016909,花茄子,茄类,0.518,12.0,销售,否,7.94,6.98
2022-05-19,102900011016909,花茄子,茄类,0.41,12.0,销售,否,7.95,6.98
2022-05-20,102900011016909,花茄子,茄类,0.794,12.0,销售,否,7.93,6.98
2022-05-21,102900011016909,花茄子,茄类,0.727,12.0,销售,否,7.94,6.98
2022-05-21,102900011016909,花茄子,茄类,0.803,12.0,销售,否,7.94,6.98
2022-05-21,102900011016909,花茄子,茄类,0.385,12.0,销售,否,7.94,6.98
2022-05-21,102900011016909,花茄子,茄类,0.527,12.0,销售,否,7.94,6.98
2022-05-21,102900011016909,花茄子,茄类,0.468,12.0,销售,否,7.94,6.98
2022-05-22,102900011016909,花茄子,茄类,0.46,12.0,销售,否,7.93,6.98
2022-05-22,102900011016909,花茄子,茄类,0.46,12.0,销售,否,7.93,6.98
2022-05-24,102900011016909,花茄子,茄类,0.151,12.0,销售,否,7.95,6.98
2022-05-25,102900011016909,花茄子,茄类,0.268,12.0,销售,否,7.95,6.98
2022-05-26,102900011016909,花茄子,茄类,0.209,12.0,销售,否,7.94,6.98
2022-05-26,102900011016909,花茄子,茄类,0.744,12.0,销售,否,7.94,6.98
2022-05-27,102900011016909,花茄子,茄类,0.786,12.0,销售,否,7.94,6.98
2022-05-27,102900011016909,花茄子,茄类,0.443,12.0,销售,否,7.94,6.98
2022-05-28,102900011016909,花茄子,茄类,0.276,12.0,销售,否,7.94,6.98
2022-05-30,102900011016909,花茄子,茄类,0.527,12.0,销售,否,7.93,6.98
2022-05-31,102900011016909,花茄子,茄类,0.903,12.0,销售,否,7.94,6.98
2022-06-02,102900011016909,花茄子,茄类,0.694,12.0,销售,否,7.94,6.98
2022-06-03,102900011016909,花茄子,茄类,0.167,12.0,销售,否,7.96,6.98
2022-06-06,102900011016909,花茄子,茄类,0.46,12.0,销售,否,7.89,6.98
2022-06-07,102900011016909,花茄子,茄类,0.677,12.0,销售,否,7.9,6.98
2022-06-09,102900011016909,花茄子,茄类,0.819,12.0,销售,否,7.9,6.98
2022-06-24,102900011016909,花茄子,茄类,0.401,12.0,销售,否,8.58,6.98
2022-06-25,102900011016909,花茄子,茄类,0.594,12.0,销售,否,8.57,6.98
2022-06-27,102900011016909,花茄子,茄类,0.46,12.0,销售,否,8.57,6.98
2022-06-27,102900011016909,花茄子,茄类,0.326,12.0,销售,否,8.57,6.98
2022-06-27,102900011016909,花茄子,茄类,0.694,12.0,销售,否,8.57,6.98
2022-06-28,102900011016909,花茄子,茄类,0.426,12.0,销售,否,8.57,6.98
2022-06-29,102900011016909,花茄子,茄类,0.477,12.0,销售,否,8.57,6.98
2022-06-29,102900011016909,花茄子,茄类,0.652,12.0,销售,否,8.57,6.98
2022-06-30,102900011016909,花茄子,茄类,0.326,12.0,销售,否,8.57,6.98
2022-06-30,102900011016909,花茄子,茄类,0.51,12.0,销售,否,8.57,6.98
2022-06-30,102900011016909,花茄子,茄类,0.485,12.0,销售,否,8.57,6.98
2022-07-01,102900011016909,花茄子,茄类,0.493,12.0,销售,否,8.56,6.98
2022-07-03,102900011016909,花茄子,茄类,0.602,12.0,销售,否,8.57,6.98
2022-07-10,102900011016909,花茄子,茄类,0.468,12.0,销售,否,9.66,6.98
