日期,单品编码,单品名称,分类名称,销量(千克),销售单价(元/千克),销售类型,是否打折销售,批发价格(元/千克),损耗率_单品
2020-08-23,102900011001561,莲蓬(个),水生根茎类,2.0,1.9,销售,否,0.76,12.17
2020-08-23,102900011001561,莲蓬(个),水生根茎类,2.0,1.9,销售,否,0.76,12.17
2020-08-23,102900011001561,莲蓬(个),水生根茎类,3.0,1.9,销售,否,0.76,12.17
2020-08-23,102900011001561,莲蓬(个),水生根茎类,3.0,1.9,销售,否,0.76,12.17
2020-08-23,102900011001561,莲蓬(个),水生根茎类,2.0,1.9,销售,否,0.76,12.17
2020-08-23,102900011001561,莲蓬(个),水生根茎类,2.0,1.9,销售,否,0.76,12.17
2020-08-23,102900011001561,莲蓬(个),水生根茎类,1.0,1.9,销售,否,0.76,12.17
2020-08-23,102900011001561,莲蓬(个),水生根茎类,2.0,1.9,销售,否,0.76,12.17
2020-08-23,102900011001561,莲蓬(个),水生根茎类,1.0,1.9,销售,否,0.76,12.17
2021-07-03,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,1.47,12.17
2021-07-03,102900011001561,莲蓬(个),水生根茎类,5.0,2.9,销售,否,1.47,12.17
2021-07-03,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,1.47,12.17
2021-07-04,102900011001561,莲蓬(个),水生根茎类,3.0,2.5,销售,否,1.22,12.17
2021-07-04,102900011001561,莲蓬(个),水生根茎类,1.0,2.5,销售,否,1.22,12.17
2021-07-04,102900011001561,莲蓬(个),水生根茎类,2.0,2.5,销售,否,1.22,12.17
2021-07-04,102900011001561,莲蓬(个),水生根茎类,2.0,2.5,销售,否,1.22,12.17
2021-07-04,102900011001561,莲蓬(个),水生根茎类,2.0,2.5,销售,否,1.22,12.17
2021-07-05,102900011001561,莲蓬(个),水生根茎类,3.0,2.5,销售,否,1.26,12.17
2021-07-05,102900011001561,莲蓬(个),水生根茎类,3.0,2.5,销售,否,1.26,12.17
2021-07-08,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,1.2,12.17
2021-07-08,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,1.2,12.17
2021-07-14,102900011001561,莲蓬(个),水生根茎类,3.0,2.5,销售,否,1.26,12.17
2021-07-14,102900011001561,莲蓬(个),水生根茎类,2.0,2.5,销售,否,1.26,12.17
2021-07-16,102900011001561,莲蓬(个),水生根茎类,1.0,2.5,销售,否,1.18,12.17
2021-07-16,102900011001561,莲蓬(个),水生根茎类,2.0,2.5,销售,否,1.18,12.17
2021-07-16,102900011001561,莲蓬(个),水生根茎类,2.0,2.5,销售,否,1.18,12.17
2021-07-16,102900011001561,莲蓬(个),水生根茎类,1.0,2.5,销售,否,1.18,12.17
2021-07-16,102900011001561,莲蓬(个),水生根茎类,1.0,2.5,销售,否,1.18,12.17
2021-07-16,102900011001561,莲蓬(个),水生根茎类,1.0,2.5,销售,否,1.18,12.17
2021-07-17,102900011001561,莲蓬(个),水生根茎类,1.0,2.5,销售,否,1.23,12.17
2021-07-17,102900011001561,莲蓬(个),水生根茎类,3.0,2.5,销售,否,1.23,12.17
2021-07-17,102900011001561,莲蓬(个),水生根茎类,2.0,2.5,销售,否,1.23,12.17
2021-07-18,102900011001561,莲蓬(个),水生根茎类,2.0,2.5,销售,否,1.27,12.17
2021-07-18,102900011001561,莲蓬(个),水生根茎类,2.0,2.5,销售,否,1.27,12.17
2021-07-18,102900011001561,莲蓬(个),水生根茎类,1.0,2.5,销售,否,1.27,12.17
2021-07-18,102900011001561,莲蓬(个),水生根茎类,1.0,2.5,销售,否,1.27,12.17
2021-07-18,102900011001561,莲蓬(个),水生根茎类,2.0,2.5,销售,否,1.27,12.17
2021-07-19,102900011001561,莲蓬(个),水生根茎类,1.0,2.5,销售,否,1.27,12.17
2021-07-21,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,1.43,12.17
2021-07-21,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,1.43,12.17
2021-07-21,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,1.43,12.17
2022-06-24,102900011001561,莲蓬(个),水生根茎类,2.0,4.9,销售,否,3.0,12.17
2022-06-24,102900011001561,莲蓬(个),水生根茎类,1.0,4.9,销售,否,3.0,12.17
2022-06-24,102900011001561,莲蓬(个),水生根茎类,2.0,4.9,销售,否,3.0,12.17
2022-06-24,102900011001561,莲蓬(个),水生根茎类,2.0,4.9,销售,否,3.0,12.17
2022-06-24,102900011001561,莲蓬(个),水生根茎类,1.0,4.9,销售,否,3.0,12.17
2022-06-24,102900011001561,莲蓬(个),水生根茎类,2.0,4.9,销售,否,3.0,12.17
2022-06-25,102900011001561,莲蓬(个),水生根茎类,2.0,4.9,销售,否,3.0,12.17
2022-06-25,102900011001561,莲蓬(个),水生根茎类,2.0,4.9,销售,否,3.0,12.17
2022-06-25,102900011001561,莲蓬(个),水生根茎类,2.0,4.9,销售,否,3.0,12.17
2022-06-25,102900011001561,莲蓬(个),水生根茎类,1.0,4.9,销售,否,3.0,12.17
2022-06-25,102900011001561,莲蓬(个),水生根茎类,2.0,4.9,销售,否,3.0,12.17
2022-06-25,102900011001561,莲蓬(个),水生根茎类,2.0,4.9,销售,否,3.0,12.17
2022-06-25,102900011001561,莲蓬(个),水生根茎类,1.0,4.9,销售,否,3.0,12.17
2022-06-25,102900011001561,莲蓬(个),水生根茎类,1.0,4.9,销售,否,3.0,12.17
2022-06-25,102900011001561,莲蓬(个),水生根茎类,2.0,4.9,销售,否,3.0,12.17
2022-06-25,102900011001561,莲蓬(个),水生根茎类,3.0,4.9,销售,否,3.0,12.17
2022-06-25,102900011001561,莲蓬(个),水生根茎类,3.0,4.9,销售,否,3.0,12.17
2022-06-26,102900011001561,莲蓬(个),水生根茎类,1.0,4.9,销售,否,3.02,12.17
2022-06-26,102900011001561,莲蓬(个),水生根茎类,1.0,4.9,销售,否,3.02,12.17
2022-06-26,102900011001561,莲蓬(个),水生根茎类,1.0,4.9,销售,否,3.02,12.17
2022-06-26,102900011001561,莲蓬(个),水生根茎类,1.0,4.9,销售,否,3.02,12.17
2022-06-28,102900011001561,莲蓬(个),水生根茎类,2.0,4.9,销售,否,3.33,12.17
2022-06-28,102900011001561,莲蓬(个),水生根茎类,1.0,4.9,销售,否,3.33,12.17
2022-06-28,102900011001561,莲蓬(个),水生根茎类,1.0,4.9,销售,否,3.33,12.17
2022-06-28,102900011001561,莲蓬(个),水生根茎类,5.0,4.9,销售,否,3.33,12.17
2022-07-03,102900011001561,莲蓬(个),水生根茎类,1.0,4.9,销售,否,2.03,12.17
2022-07-03,102900011001561,莲蓬(个),水生根茎类,1.0,4.9,销售,否,2.03,12.17
2022-07-03,102900011001561,莲蓬(个),水生根茎类,2.0,4.9,销售,否,2.03,12.17
2022-07-03,102900011001561,莲蓬(个),水生根茎类,2.0,4.9,销售,否,2.03,12.17
2022-07-03,102900011001561,莲蓬(个),水生根茎类,4.0,4.9,销售,否,2.03,12.17
2022-07-03,102900011001561,莲蓬(个),水生根茎类,1.0,4.9,销售,否,2.03,12.17
2022-07-03,102900011001561,莲蓬(个),水生根茎类,1.0,4.9,销售,否,2.03,12.17
2022-07-03,102900011001561,莲蓬(个),水生根茎类,10.0,4.9,销售,否,2.03,12.17
2022-07-03,102900011001561,莲蓬(个),水生根茎类,4.0,4.9,销售,否,2.03,12.17
2022-07-05,102900011001561,莲蓬(个),水生根茎类,3.0,2.9,销售,否,2.02,12.17
2022-07-05,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,2.02,12.17
2022-07-06,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,2.03,12.17
2022-07-06,102900011001561,莲蓬(个),水生根茎类,3.0,2.9,销售,否,2.03,12.17
2022-07-06,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,2.03,12.17
2022-07-06,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,2.03,12.17
2022-07-06,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,2.03,12.17
2022-07-06,102900011001561,莲蓬(个),水生根茎类,3.0,2.9,销售,否,2.03,12.17
2022-07-06,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,2.03,12.17
2022-07-06,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,2.03,12.17
2022-07-06,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,2.03,12.17
2022-07-07,102900011001561,莲蓬(个),水生根茎类,3.0,2.9,销售,否,2.02,12.17
2022-07-07,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,2.02,12.17
2022-07-07,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,2.02,12.17
2022-07-07,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,2.02,12.17
2022-07-07,102900011001561,莲蓬(个),水生根茎类,5.0,2.9,销售,否,2.02,12.17
2022-07-07,102900011001561,莲蓬(个),水生根茎类,3.0,2.9,销售,否,2.02,12.17
2022-07-08,102900011001561,莲蓬(个),水生根茎类,3.0,2.9,销售,否,2.02,12.17
2022-07-08,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,2.02,12.17
2022-07-08,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,2.02,12.17
2022-07-08,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,2.02,12.17
2022-07-08,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,2.02,12.17
2022-07-08,102900011001561,莲蓬(个),水生根茎类,3.0,2.9,销售,否,2.02,12.17
2022-07-08,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,2.02,12.17
2022-07-08,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,2.02,12.17
2022-07-09,102900011001561,莲蓬(个),水生根茎类,5.0,2.9,销售,否,2.02,12.17
2022-07-09,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,2.02,12.17
2022-07-09,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,2.02,12.17
2022-07-09,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,2.02,12.17
2022-07-10,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,1.33,12.17
2022-07-10,102900011001561,莲蓬(个),水生根茎类,3.0,2.9,销售,否,1.33,12.17
2022-07-10,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,1.33,12.17
2022-07-10,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,1.33,12.17
2022-07-10,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,1.33,12.17
2022-07-10,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,1.33,12.17
2022-07-10,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,1.33,12.17
2022-07-10,102900011001561,莲蓬(个),水生根茎类,6.0,2.9,销售,否,1.33,12.17
2022-07-10,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,1.33,12.17
2022-07-11,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,1.34,12.17
2022-07-11,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,1.34,12.17
2022-07-11,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,1.34,12.17
2022-07-11,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,1.34,12.17
2022-07-11,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,1.34,12.17
2022-07-11,102900011001561,莲蓬(个),水生根茎类,2.0,2.9,销售,否,1.34,12.17
2022-07-15,102900011001561,莲蓬(个),水生根茎类,3.0,1.9,销售,是,1.34,12.17
2022-07-15,102900011001561,莲蓬(个),水生根茎类,1.0,2.9,销售,否,1.34,12.17
2022-07-16,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-16,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-16,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-16,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-16,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-16,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-16,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-16,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-16,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-16,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-17,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-17,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-17,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-17,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-17,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-17,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-17,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-17,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-17,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-17,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-17,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-17,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-17,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-17,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-17,102900011001561,莲蓬(个),水生根茎类,7.0,2.0,销售,否,1.33,12.17
2022-07-18,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-18,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-18,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-18,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-19,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-19,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-19,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-19,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-19,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-19,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-19,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-19,102900011001561,莲蓬(个),水生根茎类,10.0,2.0,销售,否,1.33,12.17
2022-07-19,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-20,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-20,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-20,102900011001561,莲蓬(个),水生根茎类,10.0,2.0,销售,否,1.33,12.17
2022-07-20,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-20,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-20,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-20,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-20,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-21,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-21,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-21,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-21,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-21,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-21,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-22,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.31,12.17
2022-07-24,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-24,102900011001561,莲蓬(个),水生根茎类,11.0,2.0,销售,否,1.33,12.17
2022-07-24,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-24,102900011001561,莲蓬(个),水生根茎类,10.0,2.0,销售,否,1.33,12.17
2022-07-24,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-24,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-24,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-24,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-25,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-25,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-25,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-25,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-25,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-25,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-25,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-25,102900011001561,莲蓬(个),水生根茎类,10.0,2.0,销售,否,1.33,12.17
2022-07-25,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-26,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-26,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-26,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-26,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-26,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-26,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-27,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.35,12.17
2022-07-27,102900011001561,莲蓬(个),水生根茎类,10.0,2.0,销售,否,1.35,12.17
2022-07-27,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.35,12.17
2022-07-27,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.35,12.17
2022-07-27,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.35,12.17
2022-07-28,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-28,102900011001561,莲蓬(个),水生根茎类,6.0,2.0,销售,否,1.34,12.17
2022-07-28,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-28,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-28,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-29,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-29,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-29,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-29,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-29,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-29,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-30,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-30,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-30,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.34,12.17
2022-07-31,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-31,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-31,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-31,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-31,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-31,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-31,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-31,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-31,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-31,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-31,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-31,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-31,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-31,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-31,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-07-31,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-01,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-01,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-01,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-01,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-01,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-01,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-01,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-01,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-01,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-01,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-03,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-03,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-03,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-03,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-03,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-03,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-03,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-03,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-03,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
2022-08-03,102900011001561,莲蓬(个),水生根茎类,5.0,2.0,销售,否,1.33,12.17
