日期,单品编码,单品名称,分类名称,销量(千克),销售单价(元/千克),销售类型,是否打折销售,批发价格(元/千克),损耗率_单品
2021-04-03,102900051010790,紫贝菜,花叶类,0.143,14.0,销售,否,8.18,19.58
2021-04-03,102900051010790,紫贝菜,花叶类,0.165,14.0,销售,否,8.18,19.58
2021-04-03,102900051010790,紫贝菜,花叶类,0.172,14.0,销售,否,8.18,19.58
2021-04-03,102900051010790,紫贝菜,花叶类,0.165,14.0,销售,否,8.18,19.58
2021-04-04,102900051010790,紫贝菜,花叶类,0.157,14.0,销售,否,8.13,19.58
2021-04-04,102900051010790,紫贝菜,花叶类,0.172,14.0,销售,否,8.13,19.58
2021-04-04,102900051010790,紫贝菜,花叶类,0.186,14.0,销售,否,8.13,19.58
2021-04-06,102900051010790,紫贝菜,花叶类,0.172,14.0,销售,否,7.94,19.58
2021-04-08,102900051010790,紫贝菜,花叶类,0.186,14.0,销售,否,7.33,19.58
2021-04-08,102900051010790,紫贝菜,花叶类,0.143,14.0,销售,否,7.33,19.58
2021-04-09,102900051010790,紫贝菜,花叶类,0.186,14.0,销售,否,7.16,19.58
2021-04-09,102900051010790,紫贝菜,花叶类,0.129,14.0,销售,否,7.16,19.58
2021-04-09,102900051010790,紫贝菜,花叶类,0.165,14.0,销售,否,7.16,19.58
2021-04-09,102900051010790,紫贝菜,花叶类,0.165,14.0,销售,否,7.16,19.58
2021-04-09,102900051010790,紫贝菜,花叶类,0.136,14.0,销售,否,7.16,19.58
2021-04-10,102900051010790,紫贝菜,花叶类,0.193,14.0,销售,否,7.13,19.58
2021-04-10,102900051010790,紫贝菜,花叶类,0.172,14.0,销售,否,7.13,19.58
2021-04-10,102900051010790,紫贝菜,花叶类,0.186,14.0,销售,否,7.13,19.58
2021-04-10,102900051010790,紫贝菜,花叶类,0.379,14.0,销售,否,7.13,19.58
2021-04-10,102900051010790,紫贝菜,花叶类,0.336,14.0,销售,否,7.13,19.58
2021-04-11,102900051010790,紫贝菜,花叶类,0.172,14.0,销售,否,7.15,19.58
2021-04-12,102900051010790,紫贝菜,花叶类,0.186,14.0,销售,否,7.13,19.58
2021-04-12,102900051010790,紫贝菜,花叶类,0.172,14.0,销售,否,7.13,19.58
2021-04-12,102900051010790,紫贝菜,花叶类,0.15,14.0,销售,否,7.13,19.58
2021-04-12,102900051010790,紫贝菜,花叶类,0.143,14.0,销售,否,7.13,19.58
2021-04-13,102900051010790,紫贝菜,花叶类,0.2,14.0,销售,否,7.14,19.58
2021-04-13,102900051010790,紫贝菜,花叶类,0.179,14.0,销售,否,7.14,19.58
2021-04-13,102900051010790,紫贝菜,花叶类,0.186,14.0,销售,否,7.14,19.58
2021-04-13,102900051010790,紫贝菜,花叶类,0.186,14.0,销售,否,7.14,19.58
2021-04-13,102900051010790,紫贝菜,花叶类,0.165,14.0,销售,否,7.14,19.58
2021-04-14,102900051010790,紫贝菜,花叶类,0.143,14.0,销售,否,7.13,19.58
2021-04-15,102900051010790,紫贝菜,花叶类,0.172,14.0,销售,否,7.13,19.58
2021-04-15,102900051010790,紫贝菜,花叶类,0.222,14.0,销售,否,7.13,19.58
2021-04-15,102900051010790,紫贝菜,花叶类,0.136,14.0,销售,否,7.13,19.58
2021-04-17,102900051010790,紫贝菜,花叶类,0.172,14.0,销售,否,7.13,19.58
2021-04-17,102900051010790,紫贝菜,花叶类,0.165,14.0,销售,否,7.13,19.58
2021-04-18,102900051010790,紫贝菜,花叶类,0.165,14.0,销售,否,7.11,19.58
2021-04-18,102900051010790,紫贝菜,花叶类,0.157,14.0,销售,否,7.11,19.58
2021-04-19,102900051010790,紫贝菜,花叶类,0.172,14.0,销售,否,7.09,19.58
2021-04-20,102900051010790,紫贝菜,花叶类,0.129,14.0,销售,否,7.11,19.58
2021-04-20,102900051010790,紫贝菜,花叶类,0.143,14.0,销售,否,7.11,19.58
2021-04-20,102900051010790,紫贝菜,花叶类,0.143,14.0,销售,否,7.11,19.58
2021-04-24,102900051010790,紫贝菜,花叶类,0.179,14.0,销售,否,6.16,19.58
2021-04-24,102900051010790,紫贝菜,花叶类,0.222,14.0,销售,否,6.16,19.58
2021-04-25,102900051010790,紫贝菜,花叶类,0.315,14.0,销售,否,6.17,19.58
2021-04-27,102900051010790,紫贝菜,花叶类,0.229,14.0,销售,否,6.06,19.58
2021-04-27,102900051010790,紫贝菜,花叶类,0.157,14.0,销售,否,6.06,19.58
2021-04-29,102900051010790,紫贝菜,花叶类,0.222,14.0,销售,否,6.07,19.58
2021-05-01,102900051010790,紫贝菜,花叶类,0.086,14.0,销售,否,6.13,19.58
2021-05-01,102900051010790,紫贝菜,花叶类,0.157,14.0,销售,否,6.13,19.58
2021-05-05,102900051010790,紫贝菜,花叶类,0.308,14.0,销售,否,6.14,19.58
2021-05-05,102900051010790,紫贝菜,花叶类,0.143,14.0,销售,否,6.14,19.58
2021-05-06,102900051010790,紫贝菜,花叶类,0.179,14.0,销售,否,6.14,19.58
2021-05-07,102900051010790,紫贝菜,花叶类,0.136,14.0,销售,否,6.18,19.58
2021-05-08,102900051010790,紫贝菜,花叶类,0.172,14.0,销售,否,6.14,19.58
2021-05-08,102900051010790,紫贝菜,花叶类,0.136,14.0,销售,否,6.14,19.58
2021-05-09,102900051010790,紫贝菜,花叶类,0.172,14.0,销售,否,6.13,19.58
2021-05-09,102900051010790,紫贝菜,花叶类,0.079,14.0,销售,否,6.13,19.58
2021-05-09,102900051010790,紫贝菜,花叶类,0.15,14.0,销售,否,6.13,19.58
2021-05-09,102900051010790,紫贝菜,花叶类,0.143,14.0,销售,否,6.13,19.58
2021-05-09,102900051010790,紫贝菜,花叶类,0.136,14.0,销售,否,6.13,19.58
2021-06-07,102900051010790,紫贝菜,花叶类,0.184,12.0,销售,否,6.1,19.58
2021-06-07,102900051010790,紫贝菜,花叶类,0.175,12.0,销售,否,6.1,19.58
2021-06-08,102900051010790,紫贝菜,花叶类,0.142,12.0,销售,否,6.1,19.58
2021-06-08,102900051010790,紫贝菜,花叶类,0.125,12.0,销售,否,6.1,19.58
2021-06-08,102900051010790,紫贝菜,花叶类,0.134,12.0,销售,否,6.1,19.58
2021-06-08,102900051010790,紫贝菜,花叶类,0.142,12.0,销售,否,6.1,19.58
2021-06-09,102900051010790,紫贝菜,花叶类,0.117,12.0,销售,否,6.1,19.58
2021-06-09,102900051010790,紫贝菜,花叶类,0.134,12.0,销售,否,6.1,19.58
2021-06-09,102900051010790,紫贝菜,花叶类,0.084,12.0,销售,否,6.1,19.58
2021-07-20,102900051010790,紫贝菜,花叶类,0.141,19.8,销售,否,9.22,19.58
2021-07-20,102900051010790,紫贝菜,花叶类,0.152,19.8,销售,否,9.22,19.58
2021-10-17,102900051010790,紫贝菜,花叶类,0.111,21.6,销售,否,12.14,19.58
2021-10-17,102900051010790,紫贝菜,花叶类,0.153,21.6,销售,否,12.14,19.58
2021-10-17,102900051010790,紫贝菜,花叶类,0.125,21.6,销售,否,12.14,19.58
2021-10-17,102900051010790,紫贝菜,花叶类,0.116,21.6,销售,否,12.14,19.58
2021-10-17,102900051010790,紫贝菜,花叶类,0.148,21.6,销售,否,12.14,19.58
2021-10-17,102900051010790,紫贝菜,花叶类,0.13,21.6,销售,否,12.14,19.58
2021-10-17,102900051010790,紫贝菜,花叶类,0.116,21.6,销售,否,12.14,19.58
2021-10-19,102900051010790,紫贝菜,花叶类,0.167,21.6,销售,否,12.25,19.58
2021-10-19,102900051010790,紫贝菜,花叶类,0.139,21.6,销售,否,12.25,19.58
2021-10-19,102900051010790,紫贝菜,花叶类,0.144,21.6,销售,否,12.25,19.58
2021-10-20,102900051010790,紫贝菜,花叶类,0.144,21.6,销售,否,12.39,19.58
2021-10-20,102900051010790,紫贝菜,花叶类,0.181,21.6,销售,否,12.39,19.58
2021-10-20,102900051010790,紫贝菜,花叶类,0.148,21.6,销售,否,12.39,19.58
2021-10-20,102900051010790,紫贝菜,花叶类,0.185,21.6,销售,否,12.39,19.58
2021-10-21,102900051010790,紫贝菜,花叶类,0.144,21.6,销售,否,12.36,19.58
2021-10-23,102900051010790,紫贝菜,花叶类,0.185,21.6,销售,否,12.33,19.58
2021-10-23,102900051010790,紫贝菜,花叶类,0.167,21.6,销售,否,12.33,19.58
2021-11-19,102900051010790,紫贝菜,花叶类,0.171,21.6,销售,否,10.4,19.58
2021-11-19,102900051010790,紫贝菜,花叶类,0.157,21.6,销售,否,10.4,19.58
2021-11-20,102900051010790,紫贝菜,花叶类,0.176,21.6,销售,否,10.4,19.58
2021-12-12,102900051010790,紫贝菜,花叶类,0.278,19.8,销售,否,10.48,19.58
2021-12-12,102900051010790,紫贝菜,花叶类,0.212,19.8,销售,否,10.48,19.58
2021-12-12,102900051010790,紫贝菜,花叶类,0.192,19.8,销售,否,10.48,19.58
2021-12-12,102900051010790,紫贝菜,花叶类,0.253,19.8,销售,否,10.48,19.58
2022-10-20,102900051010790,紫贝菜,花叶类,0.164,25.8,销售,否,0.1,19.58
2022-10-20,102900051010790,紫贝菜,花叶类,0.172,25.8,销售,否,0.1,19.58
2022-10-20,102900051010790,紫贝菜,花叶类,0.141,12.8,销售,是,0.1,19.58
2023-05-26,102900051010790,紫贝菜,花叶类,0.144,21.6,销售,否,10.28,19.58
2023-05-26,102900051010790,紫贝菜,花叶类,0.176,21.6,销售,否,10.28,19.58
2023-05-26,102900051010790,紫贝菜,花叶类,0.176,21.6,销售,否,10.28,19.58
2023-05-26,102900051010790,紫贝菜,花叶类,0.171,21.6,销售,否,10.28,19.58
